clubLabel,venueLabel,coordinates,countryLabel
Türkiyemspor Berlin,Friedrich-Ludwig-Jahn-Sportpark,Point(13.405278 52.543056),Germany
T–Team FC,Sultan Ismail Nasiruddin Shah Stadium,Point(103.106388888 5.372777777),Malaysia
U América FC,"Estadio Monumental ""U""",Point(-76.935972 -12.055694),Peru
U.C. AlbinoLeffe,Stadio Atleti Azzurri d'Italia,Point(9.680833 45.708889),Italy
U.D. Leiria,Estádio Municipal da Marinha Grande,Point(-8.931459 39.736977),Portugal
U.D. Leiria,Estádio Dr. Magalhães Pessoa,Point(-8.813055555 39.748611111),Portugal
U.D. Oliveirense,Estádio Carlos Osório,Point(-8.4703 40.8419),Portugal
U.S. Alessandria Calcio 1912,Stadio Giuseppe Moccagatta,Point(8.616580555 44.9203),Italy
U.S. Arezzo,Stadio Città di Arezzo,Point(11.894444 43.451111),Italy
U.S. Città di Palermo,Stadio Renzo Barbera,Point(13.342275 38.152767),Italy
U.S. Cremonese,Stadio Giovanni Zini,Point(10.034722 45.140278),Italy
U.S. Fiumana,Stadion Kantrida,Point(14.380959 45.339202),Italy
U.S. Grosseto F.C.,Stadio Olimpico Carlo Zecchini,Point(11.1075 42.758889),Italy
U.S. Pergolettese 1932,Stadio Giuseppe Voltini,Point(9.675556 45.357778),Italy
U.S. Pesciolandia 1919,Stadio Arechi,Point(14.823889 40.645),Italy
U.S. Poggibonsi,Stadio Stefano Lotti,Point(11.146667 43.474167),Italy
U.S. Sassuolo Calcio,Stadio Alberto Braglia,Point(10.923333 44.653611),Italy
U.S.D. Cavese 1919,Stadio Simonetta Lamberti,Point(14.7025 40.709722),Italy
UB Conquense,Estadio La Fuensanta,Point(-2.140278 40.077222),Spain
UCAM Murcia CF,Q5847924,Point(-1.19333 37.9217),Spain
UD Almería,Estadio de los Juegos Mediterráneos,Point(-2.435278 36.84),Spain
UD Almería B,Estadio Municipal Juan Rojas,Point(-2.44529 36.862),Spain
UD Badajoz,Estadio Nuevo Vivero,Point(-7.005886 38.858922),Spain
UD Lanzarote,Ciudad Deportiva de Lanzarote,Point(-13.554307 28.966697),Spain
UD Las Palmas,Estadio Gran Canaria,Point(-15.456667 28.1),Spain
UD Logroñés,Estadio Las Gaunas,Point(-2.453333 42.453333),Spain
UD Marbella,Estadio Municipal de Marbella,Point(-4.87888889 36.51166667),Spain
UD Melilla,Estadio Municipal Álvarez Claro,Point(-2.949444 35.285),Spain
UD Salamanca,Estadio El Helmántico,Point(-5.665 40.995278),Spain
UD Vall de Uxó,Q5810375,Point(-0.23 39.813055555),Spain
UDA Gramenet,Q3878968,Point(2.25117 41.4571),Spain
UE Engordany,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
UE Extremenya,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
UE Lleida,Camp d'Esports,Point(0.614147 41.621267),Spain
UE Sant Andreu,Camp Municipal Narcís Sala,Point(2.193047 41.428836),Spain
UE Sant Julià,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
UE Santa Coloma,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
UMF Tindastóll,Sauðárkróksvöllur,Point(-19.645743 65.745122),Iceland
UPB-MyTeam FC,Likas Stadium,Point(116.095544444 5.983355555),Malaysia
US Avranches,Stade René-Fenouillère,Point(-1.358944444 48.68075),France
US Boulogne,Stade de la Libération,Point(1.619411 50.723742),France
US Créteil-Lusitanos,Stade Dominique Duvauchelle,Point(2.461667 48.768056),France
US LaJeune,Parc Saint-Joseph,Point(-72.079444444 19.292888888),Haiti
US Monastir,Stade Mustapha Ben Jannet,Point(10.820278 35.776389),Tunisia
US Orléans,Q3496035,Point(1.9411 47.8404),France
US Ouagadougou,Stade Josy Barthel,Point(6.109661111 49.615630555),Burkina Faso
US Quevilly,Amable-et-Micheline-Lozai Stadium,Point(1.05139 49.4275),France
US Raon-l'Étape,Q925932,Point(6.83055556 48.41611111),France
US Stade Tamponnaise,Stade Klébert Picard,Point(55.521667 -21.272222),France
USCO Banfora,Stade Banfora,Point(-4.745833 10.651944),Burkina Faso
USJA Carquefou,Q23902390,Point(-1.4822 47.2864),France
USL Dunkerque,Q2325881,Point(2.39027778 51.03555556),France
USM Alger,Stade Omar Hamadi,Point(3.048111 36.801055),Algeria
USM Annaba,Stade 19 Mai 1956,Point(7.733056 36.885833),Algeria
USM Bel-Abbès,Stade 24 Fevrier 1956,Point(-0.63138889 35.19972222),Algeria
USM Blida,Stade Mustapha Tchaker,Point(2.846667 36.490278),Algeria
USM El Harrach,Stade 1er Novembre 1954,Point(3.131389 36.734444),Algeria
USM Sétif,Stade 8 Mai 1945,Point(5.393056 36.186944),Algeria
USV Eschen/Mauren,Sportpark Eschen-Mauren,Point(9.537777777 47.205833333),Liechtenstein
Uberlândia E.C.,Estádio Parque do Sabiá,Point(-48.2325 -18.913889),Brazil
Ubiratan Esporte Clube,Douradão,Point(-54.781944 -22.244167),Brazil
Ulaanbaatar University,MFF Football Centre,Point(106.916111 47.9),Mongolia
Ulaanbaataryn Mazaalaynuud,MFF Football Centre,Point(106.916111 47.9),Mongolia
Ulinzi Stars F.C.,Afraha Stadium,Point(36.073705 -0.29538),Kenya
Ulisses FC,Republican Stadium,Point(44.525833 40.171944),Armenia
Ullensaker/Kisa IL,UKI Arena,Point(11.189 60.152),Norway
Ulsan Hyundai FC,Ulsan Munsu Football Stadium,Point(129.259444444 35.535277777),South Korea
Ulsan Hyundai Mipo Dolphin FC,Ulsan Stadium,Point(129.346592 35.561394),South Korea
Umeå FC,T3 Arena,Point(20.285277777 63.83),Sweden
Umeå Södra FF,T3 Arena,Point(20.285277777 63.83),Sweden
Umm Salal SC,Thani bin Jassim Stadium,Point(51.440562 25.34474),Qatar
Union Douala,Stade de la Réunification,Point(9.71861 4.05556),Cameroon
Union Sportive des Forces Armées,Stade de l'USFA,Point(-1.493056 12.293611),Burkina Faso
Unione Calcio Sampdoria,Stadio Luigi Ferraris,Point(8.952428 44.416431),Italy
Unione Sportiva Ancona 1905,Stadio del Conero,Point(13.526144 43.56425383),Italy
Unione Sportiva Avellino 1912,Stadio Partenio-Adriano Lombardi,Point(14.7925 40.926944),Italy
Unione Sportiva Catanzaro,Stadio Nicola Ceravolo,Point(16.587778 38.919722),Italy
Unione Sportiva Lecce,Stadio Via del Mare,Point(18.208889 40.365278),Italy
Unione Triestina 2012 S.S.D.,Stadio Nereo Rocco,Point(13.792778 45.6225),Italy
United Africa Tigers,Sam Nujoma Stadium,Point(17.090975 -22.60763611),Namibia
United Petrotrin F.C.,Palo Seco Velodrome,Point(-61.601494 10.084436),Trinidad and Tobago
United Sikkim F.C.,Paljor Stadium,Point(88.611981 27.334131),India
United Stars,Q2176317,Point(19.772778 -17.923889),Namibia
Universidad Católica del Ecuador,Estadio Olímpico Atahualpa,Point(-78.476583 -0.177528),Ecuador
"Universidad Central de Venezuela fútbol club Asociación Civil ""UCV FC""",Estadio Olímpico,Point(-66.885492 10.491278),Venezuela
Universidad Técnica de Cajamarca,Estadio Héroes de San Ramón,Point(-78.510833 -7.161667),Peru
Universidad de Los Andes FC,Estadio Guillermo Soto Rosa,Point(-71.15 8.6),Venezuela
Universitario de La Paz,Estadio Hernando Siles,Point(-68.122778 -16.499444),Bolivia
Universitario de Trujillo,Estadio Mansiche,Point(-79.030977 -8.106655),Peru
University College Dublin A.F.C.,UCD Bowl,Point(-6.228058 53.310408),Ireland
União Esportiva,Baenão,Point(-48.465833 -1.445),Brazil
União de Marechal Hermes Futebol Clube,Estádio Luso-Brasileiro,Point(-43.207775 -22.801636),Brazil
Unión Alfonso Ugarte,Estadio Jorge Basadre,Point(-70.253056 -18.005),Peru
Unión Atlético Maracaibo,Estadio José Pachencho Romero,Point(-71.645011 10.674114),Venezuela
Unión Callao,Q5848411,Point(-77.130708333 -12.063972222),Peru
Unión Comerciooo,Estadio IPD de Moyobamba,Point(-76.964335 -6.031864),Peru
Unión Coquimbo,Estadio Municipal Francisco Sánchez Rumoroso,Point(-71.338333 -29.965278),Chile
Unión Deportiva Canarias,Cocodrilos Sports Park,Point(-66.939064 10.474183),Venezuela
Unión Deportiva Valdez,Q5476415,Point(-79.5901 -2.1353),Ecuador
Unión Española,Estadio Santa Laura-Universidad SEK,Point(-70.659017 -33.404553),Chile
Unión Estepona CF,Q5848176,Point(-5.27459444 36.72144167),Spain
Unión Huaral,Estadio Julio Lores Colán,Point(-77.2171497 -11.4967628),Peru
Unión Huayllaspanca,Estadio Huancayo,Point(-75.201944 -12.072778),Peru
Unión Juventud,Estadio Manuel Rivera Sanchez,Point(-78.560207 -9.10001),Peru
Unión La Calera,Estadio Municipal Nicolás Chahuán,Point(-71.199444 -32.784167),Chile
Unión Lara,Estadio Farid Richa,Point(-69.329167 10.080278),Venezuela
Unión Magdalena,Estadio Eduardo Santos,Point(-74.195126 11.239826),Colombia
Unión Minas,Estadio Daniel Alcides Carrión,Point(-76.2480272 -10.6849799),Peru
Unión Mirave,Estadio Jorge Basadre,Point(-70.253056 -18.005),Peru
Unión Ocopilla,Estadio Huancayo,Point(-75.201944 -12.072778),Peru
Unión Salaverry,Estadio Mariano Melgar,Point(-71.535024 -16.408803),Peru
Unión San Felipe,Estadio Municipal de San Felipe,Point(-70.73 -32.746944),Chile
Unión Santa María,Estadio Municipal de Los Ángeles,Point(-72.3615 -37.4704),Chile
Unión Tarija,Estadio IV Centenario,Point(-64.724444 -21.532222),Bolivia
Unión Temuco,Estadio Municipal Germán Becker,Point(-72.619722 -38.742778),Chile
Unión de Mar del Plata,Estadio José María Minella,Point(-57.582333 -38.017944),Argentina
Unión de Santa Fe,Estadio 15 de Abril,Point(-60.715867 -31.631853),Argentina
Urawa Red Diamonds,Saitama Stadium 2002,Point(139.717492 35.903142),Japan
Urawa Red Diamonds Ladies,Urawa Komaba Stadium,Point(139.665949 35.871525),Japan
Utah Salt Ratz,Rice-Eccles Stadium,Point(-111.848888888 40.76),United States of America
Utsiktens BK,Ruddalens IP,Point(11.909444444 57.663888888),Sweden
V-Varen Nagasaki,Nagasaki Athletic Stadium,Point(130.039444 32.838611),Japan
VB Addu FC,Galolhu National Stadium,Point(73.513083333 4.174083333),Turkey
VFC Plauen,Q2530329,Point(12.1259 50.5235),Germany
VMFD Žalgiris Vilnius,LFF Stadium,Point(25.294444 54.668611),Lithuania
VSE St. Pölten,Q1759621,Point(15.6267 48.1924),Austria
VSI Tampa Bay FC,Plant City Stadium,Point(-82.107911 27.99749),United States of America
VSI Tampa Bay FC,Plant City Stadium,Point(-82.107911 27.99749),United States of America
VSI Tampa Bay FC,Plant City Stadium,Point(-82.107911 27.99749),United States of America
VSK Aarhus,Vejlby-Risskov Hallen,Point(10.2103 56.1924),Denmark
VVV-Venlo,De Koel,Point(6.179722 51.351944),Netherlands
Vaasan Palloseura,Hietalahti Stadium,Point(21.627778 63.085278),Finland
Valdez Sporting Club,Q5476415,Point(-79.5901 -2.1353),Ecuador
Valencia CF,Mestalla Stadium,Point(-0.358333 39.474722),Spain
Valencia CF Mestalla,Ciudad Deportiva de Paterna,Point(-0.45555556 39.5425),Spain
Valencia FC,Parc Indrich de Four,Point(-72.627027777 18.507527777),Haiti
Valenciennes F.C.,Stade du Hainaut,Point(3.529336 50.348486),France
Valledupar F.C.,Estadio Armando Maestre Pavajeau,Point(-73.249336 10.465744),Colombia
Valletta F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Vancouver Royals,Empire Stadium,Point(-123.033222222 49.282638888),Canada
Vancouver Whitecaps,Empire Stadium,Point(-123.033222222 49.282638888),Canada
Vancouver Whitecaps,Swangard Stadium,Point(-123.021 49.2308),Canada
Vancouver Whitecaps,Swangard Stadium,Point(-123.021 49.2308),Canada
Vancouver Whitecaps FC,BC Place,Point(-123.111944444 49.276666666),Canada
Vancouver Whitecaps FC U-23,Thunderbird Stadium,Point(-123.245 49.2544),Canada
Vannes OC,Stade de la Rabine,Point(-2.761111 47.651944),France
Varese Calcio SSD,Stadio Franco Ossola,Point(8.80055556 45.83444444),Italy
Vasa IFK,Hietalahti Stadium,Point(21.627778 63.085278),Finland
Vasalunds IF,Skytteholms IP,Point(17.99361111 59.35944444),Sweden
Vasco Esporte Clube,Batistão,Point(-37.049167 -10.926667),Brazil
Vasco S.C.,Fatorda Stadium,Point(73.9625 15.28972222),India
Vasco da Gama,Philippi Stadium,Point(18.588889 -34.018056),South Africa
Vastese Calcio 1902,Stadio Aragona,Point(14.705556 42.107778),Italy
Vecsési FC,Stadion Dózsa György út,Point(19.252778 47.404444),Hungary
Vefa S.K.,Vefa Stadium,Point(28.988889 41.027778),Turkey
Vegalta Sendai,Yurtec Stadium Sendai,Point(140.881944 38.319167),Japan
Vegalta Sendai Ladies,Yurtec Stadium Sendai,Point(140.881944 38.319167),Japan
Vejle Boldklub,Vejle Stadion,Point(9.557161 55.713814),Denmark
Vejle Boldklub Kolding,Vejle Stadion,Point(9.557161 55.713814),Denmark
Venados FC,Estadio Carlos Iturralde,Point(-89.593611 20.945833),Mexico
Venados de Yucatán,Estadio Carlos Iturralde,Point(-89.593611 20.945833),Mexico
Vendée Luçon Football,Stade Jean-de-Mouzon,Point(-1.1743 46.4524),France
Venezia F.C.,Stadio Pierluigi Penzo,Point(12.363731 45.427761),Italy
Ventforet Kofu,Yamanashi Chuo Bank Stadium,Point(138.589756 35.622376),Japan
Venus București,Stadionul Venus,Point(26.0766 44.4362),Romania
Veria F.C.,Veria Stadium,Point(22.202361111 40.534111111),Greece
VfB Fichte Bielefeld,Q2326097,Point(8.56273 52.0207),Germany
VfB Friedrichshafen,Zeppelinstadion,Point(9.481577 47.668335),Germany
VfB Germania Halberstadt,Friedensstadion,Point(11.0501 51.8764),Germany
VfB Homberg,PCC-Stadion,Point(6.70109 51.4616),Germany
VfB Lübeck,Stadion an der Lohmühle,Point(10.668889 53.881111),Germany
VfB Marburg,Stadion an der Gisselberger Straße,Point(8.758553 50.795933),Germany
VfB Oldenburg,Marschweg-Stadion,Point(8.206389 53.129167),Germany
VfB Speldorf,Q1660949,Point(6.831662 51.447672),Germany
VfB Stuttgart,Mercedes-Benz Arena,Point(9.231944 48.792222),Germany
VfL Bochum,Ruhrstadion,Point(7.236489 51.489944),Germany
VfL Bochum II,Lohrheidestadion,Point(7.118611 51.485556),Germany
VfL Klafeld-Geisweid 08,Q1622936,Point(7.99028 50.9119),Germany
VfL Osnabrück,Osnatel-Arena,Point(8.071111 52.280833),Germany
VfL Sindelfingen,Q1430203,Point(8.99353 48.7109),Germany
VfL Wolfsburg,VfL-Stadion am Elsterweg,Point(10.799417 52.425306),Germany
VfL Wolfsburg,Volkswagen Arena,Point(10.803889 52.431944),Germany
VfR Aalen,Scholz-Arena,Point(10.072222 48.840556),Germany
VfR Mannheim,Q2147490,Point(8.49944 49.4792),Germany
VfR Neumünster,Q1551767,Point(9.95558 54.0892),Germany
Viborg FF,Viborg Stadion,Point(9.402064 56.455897),Denmark
Vicenza Calcio,Stadio Romeo Menti,Point(11.555556 45.544167),Italy
Victoria București,Stadionul Florea Dumitrache,Point(26.1025 44.4575),Romania
Victoria Highlanders,Royal Athletic Park,Point(-123.354127 48.431322),Canada
Victoria Leyde,Estadio Ceibeño,Point(-86.785945 15.786107),Honduras
Victoria United,Royal Athletic Park,Point(-123.354127 48.431322),Canada
Victoria Vistas,Royal Athletic Park,Point(-123.354127 48.431322),Canada
Victorian Vikings,State Netball and Hockey Centre,Point(144.948056 -37.785833),Australia
Victory SC,Parc de Foot Land des Gabions des Cayes,Point(-73.754666666 18.191638888),Haiti
Victory Sports Club,Galolhu National Stadium,Point(73.513083333 4.174083333),Turkey
Videoton FC,Sóstói Stadion,Point(18.415436 47.173765),Hungary
Vienna Sportclub,Sportklub Stadium,Point(16.3109 48.226),Austria
Viimsi FC Igiliikur,Maarjamäe Soccer Stadium,Point(24.817793 59.457636),Estonia
Viking FK,Viking Stadion,Point(5.730442 58.914611),Norway
Viktoria Aschaffenburg,Q2326122,Point(9.12991 49.9703),Germany
Vila Nova Futebol Clube,Estádio Serra Dourada,Point(-49.233889 -16.698889),Brazil
Viljandi JK Tulevik,Viljandi linnastaadion,Point(25.607033 58.361156),Estonia
Villa Nova Atlético Clube,Estádio Castor Cifuentes,Point(-43.857778 -19.985833),Brazil
Villajoyosa CF,Q5490805,Point(-0.239586 38.5021),Spain
"Villarreal CF ""B""",Ciudad Deportiva Villarreal CF,Point(-0.11501 39.94046),Spain
Villarreal CF C,Ciudad Deportiva Villarreal CF,Point(-0.11501 39.94046),Spain
Villarreal Club de Fútbol,Estadio El Madrigal,Point(-0.103611 39.944167),Spain
Violette A.C.,Stade Sylvio Cator,Point(-72.342583333 18.535861111),Haiti
Virginia Beach Mariners,Virginia Beach Sportsplex,Point(-76.0935 36.7687),United States of America
Virginia Beach Piranhas,Virginia Beach Sportsplex,Point(-76.0935 36.7687),United States of America
Virginia Cavalry FC,BallPark at One Loudoun,Point(-77.455556 39.053333),United States of America
Vissel Kobe,Home's Stadium Kobe,Point(135.168964 34.656708),Japan
Vital'O FC,Prince Louis Rwagasore Stadium,Point(29.373778 -3.383333),Burundi
Vitesse,GelreDome,Point(5.893056 51.9625),Netherlands
Vitesse Voetbal Academie,National Sports Centre Papendal,Point(5.82083 52.00917),Netherlands
Vitória F.C.,Estádio do Bonfim,Point(-8.89111111 38.53138889),Portugal
Vitória S.C.,Estádio D. Afonso Henriques,Point(-8.301111 41.445833),Portugal
Volta Redonda Futebol Clube,Estádio Raulino de Oliveira,Point(-44.096928 -22.508336),Brazil
Vulcânicos,Q18620978,Point(-24.495486111 14.897611111),Cape Verde
Västerås SK Fotboll,Swedbank Park,Point(16.530555555 59.6275),Sweden
Vålerenga Fotball,Ullevaal Stadion,Point(10.734333333 59.949),Norway
Vålerenga Fotball Damer,Vallhall Arena,Point(10.8061 59.9204),Norway
W Connection F.C.,Manny Ramjohn Stadium,Point(-61.441673 10.303371),Trinidad and Tobago
WA Mostaganem,Stade Mohamed Bensaïd,Point(0.083333 35.9333),Algeria
WA Tlemcen,Stade Akid Lotfi,Point(-1.32 34.89),Algeria
WFC Zhytlobud-1 Kharkiv,KhTZ Stadium,Point(36.352153 49.957272),Ukraine
WSA Winnipeg,Winnipeg Soccer Complex,Point(-97.1487 49.8061),Canada
Wadi Degla FC,Cairo Military Academy Stadium,Point(31.3676 30.1111),Egypt
Waikato FC,Waikato Stadium,Point(175.268333 -37.781111),New Zealand
Waitakere City F.C.,Fred Taylor Park,Point(174.596 -36.8001),New Zealand
Waitakere United,Fred Taylor Park,Point(174.596 -36.8001),New Zealand
Wakefield F.C.,Belle Vue,Point(-1.479444 53.669722),United Kingdom
Walsall F.C.,Bescot Stadium,Point(-1.990706 52.565433),United Kingdom
Walton & Hersham F.C.,"The Sports Ground, Stompond Lane",Point(-0.414775 51.379036),United Kingdom
Warta Poznań,Stadion Miejski,Point(16.858056 52.397222),Poland
Warta Zawiercie,1000th-Anniversary of Polish State Stadium,Point(19.432551 50.487487),Poland
Washington Diplomats,Robert F. Kennedy Memorial Stadium,Point(-76.971666666 38.889722222),United States of America
Washington Freedom,Maryland SoccerPlex,Point(-77.3101 39.1527),United States of America
Washington Freedom Futures,Maryland SoccerPlex,Point(-77.3101 39.1527),United States of America
Washington Spirit,Maryland SoccerPlex,Point(-77.3101 39.1527),United States of America
Washington Whips,Robert F. Kennedy Memorial Stadium,Point(-76.971666666 38.889722222),United States of America
Waterford United F.C.,Waterford Regional Sports Centre,Point(-7.132778 52.244722),Ireland
Watford Football Club,Vicarage Road,Point(-0.401606 51.649928),United Kingdom
Waukegan Lightning,BMO Harris Bank Center,Point(-89.0961 42.2703),United States of America
Waza Flo,Taylor Sportsplex,Point(-83.2666 42.2092),United States of America
Weißenseer FC,Q2326054,Point(13.4883 52.5555),Germany
Welling United F.C.,Park View Road,Point(0.116514 51.460317),United Kingdom
Wellington Olympic AFC,Newtown Park,Point(174.7825 -41.320278),New Zealand
Wellington Phoenix FC,Wellington Regional Stadium,Point(174.785833333 -41.273055555),New Zealand
Wellington United,Newtown Park,Point(174.7825 -41.320278),New Zealand
West Bromwich Albion F.C.,The Hawthorns,Point(-1.963888888 52.509166666),United Kingdom
West Ham United F.C.,Boleyn Ground,Point(0.039444444 51.531944444),United Kingdom
West Texas Sockers,Grande Communications Stadium,Point(-102.1522 31.9884),United States of America
Western New York Flash,Rochester Rhinos Stadium,Point(-77.629352777 43.162213888),United States of America
Western Sydney Wanderers FC,Parramatta Stadium,Point(150.999722 -33.808056),Australia
Western Sydney Wanderers FC W-League,Campbelltown Stadium,Point(150.833611 -34.050278),Australia
Wexford Youths F.C.,Ferrycarrig Park,Point(-6.51555 52.3656),Ireland
